appid,genres
993110,"action, adventure, indie"
1644490,"action, adventure, indie, massively multiplayer"
1696820,"action, free to play, indie"
314420,"action, free to play, strategy"
356130,"free to play, indie, massively multiplayer, strategy"
1194840,"action, adventure, casual, free to play, indie, simulation"
1236400,"casual, indie, strategy"
1064460,"adventure, indie"
1341200,"action, simulation, strategy"
1840490,"action, indie"
2140330,"simulation, sports, strategy"
17100,"strategy, simulation"
224440,"indie, rpg, simulation, strategy, early access"
246680,"action, adventure, indie"
306200,"casual, strategy"
359230,"indie, simulation, strategy"
1146170,"adventure, indie, rpg, simulation, strategy"
1336180,"simulation, strategy"
1479140,"action, indie"
1485690,"simulation, strategy, early access"
1489310,"action, adventure, indie, simulation, strategy"
1709900,"indie, strategy"
1790370,"casual, indie, rpg, simulation, strategy"
1097350,"action, adventure, indie, rpg, simulation"
1995590,"casual, indie"
2009860,"casual, indie, strategy"
55000,"adventure, indie, strategy"
208110,"adventure, casual"
228020,
55020,
271920,simulation
290020,"indie, simulation"
290060,"adventure, indie"
324070,"action, indie, racing"
324190,"action, adventure, indie, simulation, early access"
324260,"action, indie, rpg, simulation, strategy"
332830,"casual, indie"
333260,"adventure, casual, indie"
337490,indie
352070,"adventure, indie, strategy"
364230,"action, adventure, casual, indie"
380810,"adventure, indie"
383690,"adventure, indie"
408280,adventure
290530,"action, indie"
437530,"action, adventure, indie"
444250,"casual, indie, strategy"
446850,"action, casual, indie, racing, simulation"
447800,adventure
451570,"adventure, casual, indie"
454890,"action, casual, indie"
462620,"adventure, indie"
463930,"casual, indie, simulation, strategy"
467760,"action, casual, strategy"
485970,indie
496620,"action, indie"
510190,"action, adventure"
513370,"action, adventure, indie, rpg"
569800,"adventure, indie"
569810,"adventure, indie"
600630,"action, adventure, indie, rpg"
622370,"action, adventure, indie"
633440,"action, indie"
647960,"indie, strategy"
661920,"action, casual, indie"
677040,"adventure, indie"
681620,"casual, indie"
693700,"indie, simulation"
775530,"casual, indie, simulation"
780580,"adventure, casual, indie, rpg, strategy"
787040,"action, adventure, casual, indie, strategy"
980940,"casual, simulation, early access"
1127840,"adventure, indie, rpg, simulation"
1137450,adventure
1493970,indie
205870,"indie, casual"
293440,"action, adventure, indie, rpg"
294060,"action, adventure, indie"
300400,racing
334140,"action, casual, indie"
383540,"casual, indie, strategy"
325790,"indie, rpg, strategy"
524390,utilities
768100,utilities
1368340,"adventure, free to play, indie"
872570,"massively multiplayer, strategy, free to play"
1904540,"simulation, sports"
2252570,"simulation, sports, strategy"
1927780,"free to play, strategy"
12800,
235320,"indie, strategy"
739130,"adventure, indie, rpg"
543900,"action, adventure, strategy"
211010,"action, indie, rpg"
260190,"action, adventure"
369110,"action, indie, rpg"
733210,"action, adventure, casual, indie, rpg"
740200,"action, adventure, casual, indie"
741510,"action, indie"
757310,"adventure, indie, rpg"
780350,"action, adventure, indie"
855640,"adventure, casual, indie"
1085220,"action, adventure, casual, indie"
1092040,"action, indie"
1122680,"action, adventure, indie"
1132910,"action, adventure, indie"
1159560,"action, indie"
1194610,"action, adventure"
1244950,"action, adventure"
1299360,"action, indie"
1319460,"action, adventure, indie"
1330470,"action, adventure, indie, rpg, simulation, sports"
1345890,"action, adventure, indie"
1492680,"action, adventure, indie"
1580180,"action, adventure"
1586800,"action, adventure, casual, indie"
1614270,adventure
1623390,"casual, indie"
1674780,"action, adventure, indie"
1792250,"action, adventure"
2176430,"action, adventure, indie, rpg"
1230,action
2360,action
49800,"action, indie"
16300,"indie, casual"
200670,strategy
70120,indie
57680,"action, adventure"
242840,"action, adventure, indie, rpg"
284240,"adventure, indie"
301460,"action, indie"
310530,
324120,"adventure, casual, indie"
356790,"action, indie"
357010,"action, casual, racing"
371200,"indie, rpg, simulation, strategy"
377080,"adventure, indie"
380660,"adventure, indie"
380140,"adventure, casual, free to play, indie"
389170,"adventure, casual, indie"
391640,"casual, indie, simulation"
393200,"action, casual, indie, simulation, strategy"
393430,"indie, simulation, sports"
402020,adventure
404200,"rpg, strategy"
410390,"action, free to play"
432720,"action, adventure, indie, early access"
439260,casual
457130,"action, adventure, indie"
457680,"adventure, indie"
457320,"action, indie, sports"
466630,"adventure, indie"
485870,"casual, indie, simulation, strategy"
487630,indie
488760,"adventure, indie, rpg"
492710,"casual, indie, simulation, sports"
502940,"casual, indie"
503630,"adventure, casual"
509540,"adventure, indie"
510930,"action, indie, early access"
513890,adventure
516430,"action, adventure, indie, rpg"
530120,"casual, indie, simulation"
536210,"adventure, casual, free to play"
544390,"adventure, indie, simulation, strategy"
551690,"action, casual, indie, simulation"
553150,"adventure, casual, indie"
556340,"indie, simulation"
570000,casual
577530,"action, adventure, indie"
592300,"indie, racing"
613280,
624870,"action, adventure, rpg"
625230,
628710,"action, adventure, casual, indie, rpg, strategy"
629160,
629170,
633950,"action, adventure, indie, rpg"
657630,"casual, indie, simulation"
683000,"action, adventure, indie"
689910,"casual, indie"
701970,"adventure, casual, indie, rpg, strategy"
722230,"action, adventure"
728740,action
745510,"adventure, casual, indie"
754120,"casual, indie, strategy"
761460,"adventure, indie"
767810,"animation & modeling, utilities, video production"
770990,
781480,"adventure, casual, indie, simulation"
852090,"adventure, indie, simulation"
885000,"action, casual, indie"
887370,"action, indie, rpg, strategy"
922040,"action, indie"
989790,"action, adventure, indie, rpg"
1022710,"indie, rpg"
1049280,"adventure, casual, indie"
1103100,"casual, indie"
1107790,adventure
1170950,"action, indie, massively multiplayer, rpg"
1190400,"action, adventure"
1202900,"casual, indie"
1206060,"adventure, casual, indie"
1426280,adventure
1454900,"animation & modeling, design & illustration, game development"
1566200,"action, sports, early access"
613900,"casual, simulation"
1701560,"action, rpg"
1733890,"action, adventure"
1790340,"action, casual, indie, early access"
1886070,"action, adventure, indie"
1909420,"indie, rpg, strategy"
1929870,"action, indie"
2020710,"casual, indie, simulation, strategy, early access"
2320910,"action, indie"
239090,"action, indie"
504800,"adventure, indie, rpg"
760860,"action, adventure, casual, indie, rpg, early access"
933860,"adventure, casual, indie"
1426730,"simulation, strategy"
241660,"audio production, software training"
229890,"action, casual, indie, racing"
253770,simulation
256070,racing
302080,"indie, simulation"
306370,"casual, indie, simulation"
323610,
348510,"action, casual, simulation"
377590,"animation & modeling, video production"
420000,simulation
427100,"casual, simulation"
470740,simulation
488690,"racing, simulation, sports"
502430,simulation
496040,"action, indie"
577670,"indie, simulation"
590280,"casual, free to play, indie, simulation"
630610,adventure
735850,"casual, free to play, indie, simulation"
754150,"casual, indie, simulation"
758980,"casual, free to play, indie, massively multiplayer, simulation"
762650,"indie, simulation, strategy"
784950,"free to play, indie, massively multiplayer, strategy"
834410,"education, utilities"
849100,"action, adventure, casual, indie, racing, simulation"
853200,"action, indie, racing, sports"
906810,audio production
944250,"adventure, casual, indie, simulation"
948880,"casual, indie, simulation, sports, strategy, early access"
968550,"casual, simulation, strategy"
987330,racing
991170,"casual, indie, simulation"
1026100,"action, adventure, casual, free to play, indie, rpg, simulation"
1079260,"action, casual, indie, simulation"
1087440,"action, adventure, indie"
1122340,simulation
1122690,"adventure, indie"
1142100,"action, sports"
1158420,"casual, indie, simulation, strategy"
1174720,"action, indie, simulation, strategy"
1214470,"adventure, casual, indie, simulation"
1237980,"action, adventure, strategy"
1244630,"adventure, casual, indie, simulation, early access"
1246490,simulation
1275380,"casual, free to play, simulation"
1286880,"action, adventure, casual, indie, simulation, strategy"
1292910,"indie, simulation"
1307670,"adventure, indie, simulation, strategy"
1307710,"action, racing, simulation, sports"
1339460,"action, adventure, free to play, indie, simulation"
1380410,"action, adventure, casual, free to play, rpg, strategy"
1392340,"action, casual, indie, simulation, strategy"
1403650,"adventure, casual, indie"
1430760,"casual, indie, simulation, early access"
1433570,"casual, indie, racing, simulation"
1449280,action
1495860,"casual, indie"
1502560,"action, adventure"
1510580,"indie, simulation"
1525770,"action, adventure, casual, indie, rpg"
1573280,"action, adventure, casual, indie, rpg, simulation, strategy"
1586830,"casual, free to play, indie, simulation"
1592110,"adventure, casual, indie, rpg, simulation, strategy"
1664360,"casual, indie, simulation"
1695670,"action, adventure, casual, indie, massively multiplayer, rpg"
1803190,simulation
1887930,"casual, free to play, indie, strategy"
1946070,adventure
1985810,action
2000090,adventure
1944790,simulation
1273400,"casual, simulation"
2148930,"indie, simulation, free to play"
2200780,"casual, indie, simulation"
2201940,"action, adventure, casual, indie, simulation"
2295920,"action, adventure, casual, indie, simulation"
107400,
33730,simulation
269610,"action, adventure, early access, indie, strategy"
291170,"adventure, casual, indie, strategy"
317410,"action, free to play, indie"
328060,"action, adventure, casual, free to play, racing"
328920,simulation
333650,"adventure, casual, indie, strategy"
334040,action
357900,"adventure, indie, simulation"
375010,"casual, indie"
386090,"action, indie"
397320,"action, strategy"
400250,"adventure, indie, massively multiplayer"
447850,"adventure, casual, indie"
449680,"action, casual, indie"
469890,casual
476480,"adventure, massively multiplayer"
503820,"adventure, indie"
513650,
518800,"action, adventure, indie"
533780,"action, casual, free to play, indie, strategy"
535760,"adventure, indie, rpg"
537700,"adventure, indie"
540900,"action, adventure, indie"
541370,"action, casual, indie"
542340,"action, casual, indie, simulation"
555670,"action, adventure, indie, simulation"
567580,"action, casual, indie"
593880,
619400,"action, adventure, casual, indie"
6100,
7860,action
3130,strategy
42850,strategy
7850,
4530,"action, strategy"
9400,
43100,simulation
57800,"adventure, casual, indie"
23120,
45450,"casual, indie"
95500,
11330,"casual, indie"
95900,"action, simulation"
200550,"rpg, simulation, strategy"
110610,"action, indie"
200060,
80000,"action, indie, strategy"
200190,"adventure, indie"
18120,"action, casual, indie, strategy"
110630,"action, indie"
110600,"action, indie"
46700,strategy
46710,strategy
46760,strategy
46830,strategy
46840,strategy
214100,"strategy, indie, casual, simulation"
2540,"casual, indie"
2570,"indie, rpg"
9800,"action, adventure"
46270,"rpg, strategy"
46340,"simulation, strategy"
46380,strategy
215770,"action, indie, strategy"
34420,strategy
220460,"action, indie"
218660,"action, adventure, indie"
215710,"action, strategy, casual"
96900,"action, indie, strategy"
233530,"action, indie"
236790,"casual, simulation"
252910,simulation
231330,"action, adventure"
262300,"adventure, indie, rpg"
258880,simulation
259890,"action, casual, free to play, massively multiplayer, simulation, strategy"
214910,"action, simulation"
264280,"action, adventure, indie, rpg"
267600,"free to play, massively multiplayer, simulation, strategy"
267610,simulation
273760,simulation
273790,simulation
273830,"action, simulation"
273850,simulation
273940,simulation
302650,"casual, indie"
310970,"indie, strategy"
321030,"action, adventure, indie"
325470,"strategy, early access"
330990,"adventure, casual"
353940,action
431260,"adventure, indie"
446470,simulation
446490,"casual, simulation"
452000,"action, simulation"
475190,"adventure, indie"
556710,"action, adventure, indie"
738920,"action, adventure"
752910,"action, casual, indie, early access"
1335530,"action, adventure, indie"
98600,"action, casual, indie, simulation, strategy"
399660,
1000760,"action, adventure, indie"
1509230,"casual, indie, massively multiplayer, rpg, sports"
978780,"casual, rpg, simulation"
1392960,"casual, rpg, simulation"
864940,"adventure, casual, indie"
33210,"simulation, strategy"
34190,racing
254200,"adventure, casual, indie, rpg, simulation, strategy"
259190,"action, adventure"
260730,"action, strategy"
245050,"rpg, strategy"
282590,"indie, strategy"
291390,"action, indie"
302790,"action, indie"
320320,"action, rpg"
331980,"adventure, casual, indie"
345750,"simulation, strategy"
384570,"action, adventure, rpg"
416020,"action, indie, simulation, early access"
464360,"action, adventure, indie, simulation"
522570,"action, adventure, casual, indie, rpg, simulation, strategy"
529440,"action, casual, indie, sports"
585560,"action, adventure, casual, indie"
606370,rpg
626600,"rpg, strategy"
639010,
686720,rpg
720560,"action, indie, rpg"
804000,"action, adventure"
809880,"adventure, casual, indie"
951260,"action, adventure, indie, rpg, strategy"
985950,"action, adventure, indie, rpg"
1027250,rpg
1038370,"indie, rpg, strategy"
1172650,"action, adventure, indie"
1233530,"adventure, indie, rpg"
1282410,"action, rpg, strategy"
1426010,"adventure, indie"
1446650,"adventure, rpg"
1552550,action
1295270,rpg
1637230,"action, adventure, rpg"
1793030,rpg
1885750,"adventure, indie, rpg"
1776380,"action, rpg"
1777620,rpg
394380,"action, casual, free to play, indie, massively multiplayer"
416760,"adventure, casual, indie, rpg, simulation"
492800,free to play
539640,"free to play, massively multiplayer, racing"
616110,"adventure, casual, indie"
665370,"casual, indie, simulation"
466940,"action, free to play, indie, simulation"
1214450,"action, adventure, indie, rpg"
1608400,"casual, indie, simulation"
1982340,"adventure, indie"
1990690,"casual, simulation, free to play"
9160,action
324160,"adventure, casual"
347400,"animation & modeling, design & illustration, education, photo editing, software training, utilities, video production, web publishing, game development"
453750,"casual, indie, simulation, strategy"
370070,"adventure, indie, strategy"
461910,"free to play, massively multiplayer, rpg, strategy"
554640,"adventure, free to play, indie, rpg"
603880,"adventure, casual, free to play"
662680,"indie, simulation, strategy"
495580,"action, free to play, indie, strategy"
955560,rpg
1298140,indie
1302050,"adventure, indie"
1320100,"action, adventure, casual, indie, rpg, simulation, early access"
1849000,"action, adventure, casual, simulation"
2083840,"action, casual, indie, rpg"
46360,"simulation, strategy"
289300,"action, simulation, strategy"
362810,"action, indie"
327260,indie
355050,"action, indie"
348710,action
557040,"action, indie"
601220,"casual, indie"
617440,"action, adventure, casual, indie"
1058320,adventure
1114290,"indie, sports, strategy"
1218900,"casual, indie"
652030,"indie, rpg"
1431040,"casual, sports"
1652680,"action, indie, simulation"
1659600,action
724350,"action, casual, indie"
1732180,"casual, indie, rpg, simulation, strategy"
1851280,"action, indie"
1894600,"casual, indie, strategy"
1956040,"action, strategy"
556280,"action, casual, indie"
605230,"indie, massively multiplayer, simulation, early access"
1454730,"action, indie"
511680,action
661280,"casual, indie, strategy"
107430,
65740,"action, strategy"
246740,"action, adventure, indie"
259300,
272010,"adventure, casual, indie, rpg"
289840,"adventure, casual"
296510,"action, adventure, indie"
303870,"action, adventure"
333120,"casual, indie"
368720,"action, adventure, indie, simulation, early access"
442810,"free to play, massively multiplayer, rpg"
390340,action
499660,"action, indie, simulation, strategy"
592030,"action, indie, simulation"
686260,"indie, simulation, strategy"
748300,"indie, simulation"
846030,"action, indie, simulation"
867400,"action, massively multiplayer"
875760,"action, indie"
879000,"action, simulation"
1031460,"action, adventure, indie, simulation"
1090250,"action, indie, early access"
1103860,"action, adventure"
1195420,"action, adventure, casual, indie"
1220100,"action, adventure, casual, indie"
1285060,"indie, rpg, simulation, strategy, early access"
1078000,"indie, simulation, early access"
433530,"action, indie, massively multiplayer"
1428100,"action, casual, indie, simulation, strategy, early access"
1436700,"action, adventure, indie, rpg"
1386900,"adventure, indie"
1488430,"action, casual, indie"
1523720,"casual, indie, simulation"
1581480,"action, casual, indie"
1623940,"adventure, indie"
1636030,"action, casual"
1730250,"casual, indie, simulation, strategy"
1747650,"action, adventure, casual, indie, rpg, simulation, free to play"
1785820,"simulation, strategy, free to play"
1931730,adventure
1957990,"casual, strategy"
1489630,"action, adventure, simulation, strategy"
2202470,action
2290180,"massively multiplayer, sports"
2314160,"action, simulation, early access"
345610,"adventure, casual"
537450,"action, adventure"
1035610,"action, casual, indie, rpg, simulation"
1109360,"casual, rpg"
1192640,"casual, rpg"
1742470,"casual, rpg"
872680,"indie, rpg, simulation, strategy"
982290,
1201830,"indie, strategy"
275610,action
311260,"rpg, simulation, strategy"
455120,"action, adventure, indie"
533850,"action, casual, indie, simulation"
1101140,"indie, simulation"
244430,"adventure, indie"
586200,action
416210,"indie, simulation, strategy"
595130,"casual, simulation"
1559680,"action, adventure, indie, simulation, early access"
611350,"action, indie"
684720,"action, casual, indie, massively multiplayer"
1423780,"adventure, indie, simulation"
1970460,"casual, indie"
673430,"casual, free to play"
1595290,"adventure, casual, indie, simulation"
338540,"action, free to play, massively multiplayer, rpg, simulation, strategy"
368570,indie
390030,"action, indie"
468000,"adventure, indie, simulation"
691830,"adventure, indie, rpg, strategy"
714370,action
757300,"adventure, indie"
492230,strategy
887060,"action, adventure"
889910,"action, adventure"
1069530,"adventure, indie"
1233880,"rpg, strategy"
826940,"action, adventure, indie"
1397790,"action, adventure, indie, early access"
706220,"action, adventure, massively multiplayer, rpg, simulation, strategy"
1592670,action
1173780,rpg
1173790,rpg
1287840,"rpg, strategy"
1799930,"action, racing, sports"
797400,"simulation, strategy"
1286320,action
2590,action
105100,"adventure, casual, indie"
319230,"adventure, indie, strategy"
364480,"casual, indie"
386490,"casual, indie, rpg"
404630,"casual, indie, strategy"
404640,"indie, simulation, strategy"
428900,"action, casual, indie"
437720,"adventure, casual, indie"
454180,"action, adventure, casual, indie, racing, simulation"
461970,"casual, free to play, indie, racing"
512740,"casual, indie"
540610,casual
540860,"casual, indie, rpg, strategy"
557400,"adventure, casual, free to play, indie, rpg, simulation"
587290,simulation
588970,"casual, indie"
654900,"casual, indie"
657050,"casual, free to play, indie, simulation"
658550,"casual, indie"
665890,"action, free to play, indie"
671720,"casual, free to play, indie, simulation"
690930,"free to play, indie"
697610,"casual, free to play"
751690,"action, adventure, casual, indie"
754810,"free to play, simulation"
757330,"casual, indie"
828150,"action, casual, indie"
843890,"action, casual, indie"
850310,"action, adventure"
857010,"action, adventure, casual, indie"
862690,"adventure, casual, free to play, indie"
863980,"adventure, casual, indie"
864300,"casual, indie"
966630,"casual, indie"
301300,"action, casual, indie"
353090,"action, casual, indie"
445110,"action, adventure, casual, indie"
528200,video production
851810,"casual, free to play, indie"
1160490,"casual, indie, simulation, early access"
1442670,"casual, indie, racing, simulation, free to play, early access"
1598920,"adventure, indie, simulation"
1964220,"adventure, casual, free to play, indie, rpg, simulation, strategy"
1992370,"adventure, casual"
292800,"adventure, casual"
711750,"racing, simulation, sports"
1775270,"action, adventure"
1369760,"action, adventure"
1543590,"adventure, indie, rpg, simulation, strategy, early access"
372390,"audio production, software training, utilities, video production"
1229580,"action, adventure, indie"
2344520,"action, rpg"
452440,casual
658260,rpg
815150,"casual, indie, rpg"
858940,casual
1058140,adventure
1232460,action
1233270,adventure
1238730,"adventure, casual"
1575980,"adventure, casual"
1637370,adventure
1644150,adventure
1423600,rpg
1921560,"adventure, casual"
1952250,"action, adventure, rpg"
1973080,simulation
2062210,"adventure, casual, indie"
2097740,adventure
2127010,"casual, indie, rpg, simulation"
2111170,"casual, rpg, simulation"
405290,"action, adventure, indie, rpg"
429490,"action, adventure, casual, indie"
1154110,"adventure, casual, indie"
212180,
735290,adventure
2012100,"casual, indie, simulation"
23380,rpg
45400,indie
62100,casual
18020,"adventure, rpg"
73210,"rpg, simulation, strategy"
61310,"indie, casual"
71240,"simulation, sports"
207570,"indie, casual"
205830,"action, casual, indie"
23300,casual
212110,"action, indie"
223730,"action, adventure, indie"
226120,"adventure, casual, indie, strategy"
243280,"action, indie, strategy"
231020,"indie, simulation"
248290,"casual, indie, simulation, strategy"
249930,simulation
256460,"indie, rpg"
258070,"action, indie"
259430,"action, indie, rpg"
259830,"action, indie"
260570,"adventure, casual"
261700,"action, adventure, casual, indie"
263340,"action, adventure, indie"
264000,"action, adventure, indie"
264160,"action, indie, rpg, strategy"
264220,"action, adventure, indie"
265790,"adventure, indie"
266230,"indie, rpg"
266250,"action, indie"
267790,
268320,indie
269150,"action, casual, indie, simulation"
269230,"action, indie"
269590,"indie, rpg, strategy, early access"
269990,"adventure, indie"
272990,"casual, indie"
273240,"action, indie"
276730,"action, indie"
278440,"indie, simulation"
283080,"action, adventure, indie, rpg"
281860,"action, indie"
283820,"action, indie"
284220,"action, indie"
116100,"indie, racing"
284790,"adventure, casual"
285420,"casual, rpg"
286660,"action, indie"
227560,"action, indie"
287840,"action, adventure, indie"
290000,"action, casual, indie"
290440,"action, indie"
291270,"action, casual, indie"
291330,"action, casual, indie, sports"
292480,"action, indie"
293240,"action, adventure, indie, strategy"
293920,"casual, indie, rpg, simulation"
295730,"action, indie"
291030,"casual, indie, simulation"
297100,"action, adventure, simulation"
298840,"adventure, casual, indie, rpg"
299380,"action, adventure, casual, indie"
300220,"adventure, casual, rpg"
300280,"adventure, indie"
300340,"action, adventure, indie"
301050,"adventure, indie"
301380,"adventure, indie"
302610,"action, indie"
302850,"action, indie"
303340,"action, indie"
303680,"action, adventure, rpg"
303840,"action, casual, indie"
305010,"action, adventure, indie"
311680,"adventure, casual, simulation"
311860,"adventure, indie, rpg, simulation"
312600,"rpg, strategy"
312720,"casual, indie, strategy"
307190,"adventure, casual, simulation"
314290,"action, indie"
315540,"action, indie, early access"
316840,"indie, rpg"
318130,"indie, rpg"
317290,"adventure, indie"
317300,"adventure, indie, simulation"
297210,"casual, free to play, indie, rpg, strategy"
320760,adventure
321950,"action, adventure, indie"
299660,"action, casual, indie"
326950,"adventure, indie, rpg"
328220,"indie, rpg, simulation"
329000,"adventure, indie, rpg, simulation"
331790,"adventure, indie, rpg"
333490,"adventure, indie"
262850,"adventure, indie"
334850,"casual, indie, rpg, simulation"
335920,"adventure, indie"
336200,"action, casual, indie, strategy"
337630,"adventure, indie"
337940,"adventure, casual, indie, simulation"
338710,"casual, indie, strategy"
339290,"action, casual, indie"
340070,"casual, indie, strategy"
333760,"action, indie"
340330,"adventure, indie, rpg, strategy"
340360,"casual, indie, strategy"
340650,"indie, rpg"
340800,indie
340860,"action, indie, simulation"
341440,"action, indie"
342360,"adventure, casual, indie, simulation"
340220,"indie, strategy"
344630,adventure
346080,"casual, indie, strategy"
346270,
346730,"action, casual, indie"
348540,"adventure, casual, indie"
348950,indie
351150,"adventure, indie"
342240,"action, indie"
352010,"adventure, casual, indie"
358400,action
354860,"adventure, indie, rpg"
354970,"action, adventure, indie"
356450,"casual, indie"
358770,"casual, indie"
359280,"action, adventure, rpg"
320590,
362660,"adventure, indie, simulation"
363410,"adventure, casual, indie"
363980,"indie, simulation"
365850,"action, indie"
365860,action
366210,"casual, indie, strategy"
368160,"casual, indie"
368830,"action, adventure, indie"
351040,
369890,"action, adventure, indie, rpg"
370480,"action, indie"
371890,"action, indie"
375770,adventure
378080,"action, adventure, indie, rpg"
380020,"action, adventure, indie"
380690,"action, indie"
383750,"action, adventure, casual"
383960,"indie, rpg"
384680,"adventure, indie"
367570,"action, indie"
386140,"action, adventure, indie, rpg"
386160,action
386970,"adventure, casual, indie"
390570,"casual, indie"
364210,"adventure, casual, indie, strategy"
393950,"action, indie"
394030,"action, indie"
395420,"adventure, indie, rpg"
395850,"action, adventure, indie, simulation"
397690,"action, indie"
398100,"casual, indie"
404180,"adventure, casual, indie"
407680,"casual, indie, simulation"
412490,"indie, strategy"
414370,"indie, strategy"
415300,strategy
413870,"action, adventure, indie, simulation"
416610,"action, adventure, indie"
418610,"action, indie"
420520,"indie, simulation"
421260,strategy
423770,"adventure, indie, rpg, simulation"
427030,rpg
429580,adventure
429700,"action, adventure, indie"
432010,"casual, indie, rpg, simulation"
427980,"adventure, indie"
436300,
385070,"adventure, indie, rpg"
385080,casual
391660,"adventure, indie, rpg"
412170,"adventure, indie, rpg, strategy"
412210,"action, indie, strategy, early access"
412290,"adventure, casual, indie"
416040,"action, free to play, indie, strategy"
423710,"action, adventure, casual, indie, rpg, simulation, strategy"
438010,"action, indie"
438020,"action, indie, strategy"
438030,"action, casual"
444460,"action, indie, strategy, early access"
444480,"casual, indie"
444490,"action, indie, massively multiplayer"
448630,"indie, strategy"
448640,"indie, rpg, early access"
453820,"action, casual, indie, strategy"
457820,"adventure, indie, rpg"
463210,"action, casual, indie, simulation"
463220,"action, adventure, indie"
467000,"action, indie"
467010,"adventure, simulation, strategy, early access"
473470,"action, adventure, indie, rpg, strategy"
486150,action
491650,indie
513590,"action, casual, strategy, early access"
533820,rpg
563120,"action, casual, indie, simulation, strategy"
576120,"adventure, indie, strategy"
576130,"action, casual, indie"
587790,"action, casual"
591560,"action, indie"
606330,"action, adventure, casual, indie"
661300,"action, indie"
678820,"indie, simulation"
434680,"casual, indie"
449000,"casual, free to play, indie, early access"
449060,"adventure, casual, indie"
449340,"adventure, indie"
449530,"action, adventure, casual, indie, rpg, simulation, strategy"
449760,"casual, indie"
450500,"action, indie"
453300,"indie, rpg, strategy"
454570,"indie, rpg, simulation, strategy"
458060,casual
449450,"action, casual, indie"
467930,"action, casual, indie"
487250,"casual, indie, early access"
503300,"adventure, indie, simulation"
508190,"action, adventure, indie, rpg"
508230,"indie, simulation"
521630,"action, casual, indie"
527190,"casual, indie"
527990,"action, adventure, indie, rpg"
529770,"action, adventure, free to play, indie"
532770,"casual, free to play"
544190,"adventure, casual, indie"
554570,"adventure, indie, rpg, early access"
562470,"adventure, strategy"
570350,"adventure, indie"
573770,"action, adventure, free to play, rpg"
578930,"action, indie"
580420,"action, adventure, casual, indie"
581230,"action, indie"
586670,"casual, indie"
592200,"adventure, indie, rpg"
594680,"action, adventure, casual, indie"
610750,"adventure, casual, indie"
626510,"adventure, casual, simulation"
629440,"action, casual"
630550,"action, adventure, casual, indie, rpg, simulation"
630720,"action, indie, rpg"
657280,"audio production, utilities, early access"
664320,"casual, indie, simulation, strategy"
687920,"casual, indie"
696360,rpg
701380,
707350,action
725340,"casual, free to play, indie, strategy"
740550,"rpg, strategy"
744060,action
759440,"adventure, indie, rpg, strategy"
778610,"adventure, indie"
789740,"action, casual, indie"
792160,"adventure, casual, strategy"
793350,"action, casual, indie"
810670,"adventure, casual, indie, rpg, strategy"
822640,"adventure, indie, rpg"
823950,"action, adventure, indie, rpg, simulation"
830590,"casual, indie, simulation, strategy"
840930,"action, casual, indie"
843430,"action, casual, indie"
843440,"action, casual, indie"
862570,"action, casual, indie"
870290,"adventure, casual, indie"
916900,"adventure, casual, indie"
928520,"indie, rpg, strategy"
946650,"action, indie"
1000080,"action, adventure, indie, rpg"
1037590,action
1128180,indie
1167680,"action, indie"
1184400,"adventure, casual, indie, rpg"
1185520,"casual, indie, simulation"
1207780,"action, adventure, casual, indie"
1215200,"casual, indie, simulation, strategy"
1247360,"adventure, casual, indie, racing, simulation, sports"
1258710,"action, adventure, indie, simulation"
1266800,"adventure, casual, indie, rpg, simulation, strategy"
1285020,"casual, indie"
1338330,"casual, indie, simulation"
1390010,"indie, strategy"
1414020,"action, casual, indie"
1418160,"adventure, casual, indie, strategy"
1420830,"casual, indie"
1508170,"action, adventure, indie, rpg"
1515230,"casual, indie"
1548820,"casual, indie"
1550730,"action, adventure, indie, rpg, simulation, early access"
1585570,"casual, indie, rpg, simulation"
1603410,"action, adventure, indie, simulation"
1626640,"action, casual, rpg, simulation, sports"
699240,"action, casual, indie, simulation"
1660280,"adventure, casual, indie, rpg, simulation"
1668690,"indie, strategy"
1714590,"action, indie, racing"
1746930,"casual, indie, rpg, simulation"
1806700,"casual, indie, rpg, strategy"
1818690,"casual, indie, strategy"
2118500,"action, casual, indie"
2163810,"action, free to play, indie"
1347080,"casual, indie, rpg, simulation"
2321580,"action, adventure, indie"
223490,"casual, indie, rpg, simulation, strategy, early access"
437610,"action, casual, indie, early access"
1330000,"adventure, rpg, strategy, early access"
1335830,"action, adventure, indie, early access"
1409160,"indie, simulation"
458580,"action, adventure, indie"
490920,"simulation, early access"
606230,"indie, rpg, strategy"
909660,"indie, rpg, strategy"
2217730,"adventure, casual, indie, simulation"
851530,"action, free to play, indie"
1511780,"indie, simulation"
1827980,"casual, indie, simulation, strategy, free to play"
2325900,"indie, simulation, strategy"
2430740,"action, casual, strategy"
497820,free to play
594370,"action, casual, indie, sports"
645480,
621830,racing
763860,education
1127460,"indie, massively multiplayer"
1278060,"adventure, casual, racing, simulation, sports, free to play"
1400510,"adventure, casual, free to play, indie, simulation"
2198800,simulation
12510,strategy
316430,"action, strategy"
1166860,"racing, simulation, sports, strategy"
1559600,"simulation, early access"
736570,"adventure, casual, indie"
1154790,action
1072420,"action, adventure, rpg"
2113430,"action, indie, rpg"
2272250,"action, indie, early access"
807140,"indie, simulation"
1597480,"action, free to play"
570420,"action, simulation"
707750,"casual, simulation"
839310,"indie, simulation"
