appid,genres
323580,"action, adventure, indie"
324800,"action, adventure"
326720,"action, indie"
328080,"indie, simulation, strategy"
333300,"adventure, indie, rpg, strategy"
333600,"casual, indie"
333640,"adventure, indie, rpg, strategy, early access"
334230,"indie, rpg, strategy"
335670,"adventure, indie, rpg"
338320,"adventure, indie, rpg"
339800,"indie, rpg, simulation, strategy"
346180,"action, indie"
350070,"action, adventure, indie"
226840,"rpg, strategy"
232090,action
361420,"adventure, indie"
365360,"indie, rpg, strategy"
226860,strategy
379210,"adventure, indie, rpg, simulation, early access"
382900,rpg
386070,"action, indie, strategy"
392110,strategy
411000,"adventure, indie, rpg"
411960,"action, adventure, indie"
414510,"action, indie, rpg"
416600,"action, adventure, indie, rpg"
423230,"action, indie"
422970,"action, indie"
445980,"action, adventure, indie"
456670,"action, indie, rpg"
457140,"indie, simulation"
466560,"indie, simulation, strategy"
447120,"adventure, indie, rpg"
486380,"indie, rpg"
501320,"indie, simulation"
512490,"action, indie"
512900,"action, adventure, indie, rpg"
518030,"action, early access"
524010,"action, indie, strategy"
528230,"action, indie"
535230,
545600,"indie, rpg, strategy"
553540,"indie, rpg, strategy"
561740,"casual, indie, rpg, strategy"
568220,"indie, simulation"
573320,"adventure, indie, rpg"
576770,"adventure, casual, indie, rpg, strategy, early access"
580170,"adventure, indie, simulation"
588950,"adventure, rpg, simulation"
590380,"indie, rpg, simulation, strategy"
599390,"free to play, indie, strategy"
601840,indie
383980,indie
611760,"adventure, indie"
612470,"indie, simulation, strategy"
619150,"indie, simulation"
628770,"indie, rpg"
644930,strategy
646270,"adventure, casual, indie, rpg, simulation, strategy"
653530,"adventure, indie"
659540,"indie, rpg, simulation, strategy"
680360,"action, adventure, indie, rpg"
688060,"indie, simulation, strategy, early access"
535480,"action, adventure, indie"
692890,"action, indie, early access"
694770,"rpg, simulation, strategy"
636320,"rpg, strategy"
702670,"adventure, casual, indie"
435150,"adventure, rpg, strategy"
722060,"indie, strategy"
722730,"adventure, indie, rpg, strategy, early access"
758190,"adventure, casual, indie, rpg, simulation, strategy"
790740,"adventure, casual, indie"
793370,"adventure, casual, indie"
803600,"rpg, strategy"
637090,"action, adventure, strategy"
809440,"indie, strategy"
812040,"action, adventure, indie, simulation, strategy"
814370,"action, adventure, indie, rpg, strategy"
822990,"indie, simulation, strategy"
841770,rpg
848480,"action, casual, indie, simulation, strategy"
867210,"adventure, strategy, early access"
868520,"action, adventure"
873940,"indie, strategy"
881100,"action, adventure, indie, rpg, simulation"
889080,"rpg, strategy"
893680,"action, indie"
909320,"indie, simulation, strategy"
640820,"adventure, rpg"
764790,"action, indie"
931690,"adventure, casual, free to play, indie"
941460,"action, indie, rpg, early access"
960690,"action, adventure, indie, strategy"
975370,"rpg, simulation, strategy"
979110,"indie, rpg, simulation, strategy, early access"
980300,"action, casual, indie"
995980,"rpg, strategy"
998740,"indie, strategy"
1007040,action
1022980,"indie, rpg, simulation, early access"
1089980,"adventure, casual, indie"
1094520,"adventure, indie, rpg, strategy"
1105670,"action, indie, rpg, strategy"
1112930,"indie, rpg"
1126320,indie
1150640,simulation
1154840,"rpg, simulation, strategy"
1155970,"adventure, indie, rpg"
1164940,"action, indie"
1169040,"action, adventure, simulation, strategy, early access"
1176470,"simulation, strategy, early access"
1188970,"action, adventure, indie"
1217060,"action, adventure, indie, rpg"
1223500,"casual, indie, simulation"
1227280,"indie, rpg, strategy"
1253920,"action, adventure, indie, rpg"
1256670,"indie, rpg, strategy"
1271280,"indie, rpg, strategy"
1286010,"adventure, strategy"
1289810,"indie, rpg, strategy"
1292690,"adventure, casual, indie, rpg, early access"
1307550,"action, adventure, indie, rpg, early access"
1321440,"indie, rpg"
1041720,"action, rpg"
1361680,"free to play, indie, rpg"
1374840,"adventure, indie, rpg, strategy"
1388770,"action, indie, simulation"
1455630,"casual, simulation, strategy"
1494810,"action, indie, rpg, early access"
1545990,"action, indie, rpg, simulation, early access"
1571940,"action, indie, rpg"
1606340,"indie, strategy"
1623210,"indie, rpg"
1637730,"adventure, indie, rpg, strategy"
1184370,"adventure, indie, rpg, strategy"
1734320,"action, adventure, casual, indie, rpg, strategy"
1782120,"action, adventure, early access"
1868140,"adventure, casual, indie, rpg, simulation"
1939160,"adventure, indie, rpg"
1966900,"action, adventure, casual, indie, strategy"
1028310,"indie, rpg, simulation"
2100,"action, rpg"
4540,
4550,
475150,"action, rpg"
13210,action
13230,action
15170,strategy
15380,strategy
15370,strategy
41700,"action, rpg"
41070,"action, indie"
57400,"action, adventure"
22490,"action, rpg"
102500,"action, rpg"
50300,"action, adventure"
207750,"action, casual, indie"
213120,
48220,"rpg, strategy"
237110,action
217980,action
249870,"action, adventure, casual, strategy"
242700,action
262750,"action, indie, simulation, strategy"
227780,"action, indie"
38410,rpg
364470,free to play
425670,action
501590,"action, adventure"
611500,"action, free to play"
1046930,"casual, free to play, strategy"
627270,action
630,action
536270,"action, adventure, indie, rpg"
599080,"action, indie, simulation"
641320,simulation
768200,"action, adventure, indie, rpg, early access"
813780,strategy
815370,"action, adventure, indie, simulation"
840800,"action, adventure, casual, indie, massively multiplayer, rpg, strategy, early access"
1004270,"adventure, casual, indie, rpg, simulation, early access"
794260,rpg
1062520,"indie, rpg, simulation, early access"
1062830,"action, casual, indie, simulation, strategy"
1069640,"action, indie, rpg, simulation"
1119730,simulation
1129580,"action, adventure, indie, rpg, simulation"
1149620,"indie, simulation"
787860,simulation
1239320,"adventure, casual, indie, simulation"
1525700,"simulation, strategy"
1617430,"casual, indie, simulation"
1248130,simulation
1702010,"adventure, rpg, simulation, early access"
212910,
322170,"action, indie"
285920,"action, indie"
444640,"action, free to play, strategy"
601510,"strategy, free to play"
774351,"casual, indie, simulation, strategy"
880940,"action, casual, indie"
1486350,"free to play, animation & modeling, design & illustration"
1593310,"adventure, casual, indie"
214420,"action, free to play, indie"
206500,"action, free to play, indie, strategy"
253250,"indie, simulation, strategy"
367540,
278970,"action, adventure"
293260,"free to play, rpg, strategy"
316010,"free to play, strategy"
255710,"simulation, strategy"
431240,"casual, indie, sports"
431730,"animation & modeling, design & illustration, game development"
214850,
845890,"strategy, early access"
861540,"indie, strategy"
1128000,"adventure, indie, rpg"
1131620,"strategy, early access"
1211020,"action, adventure, casual, indie, simulation, early access"
1390190,"casual, simulation"
1621690,"adventure, casual, indie, rpg, early access"
1677740,"action, casual, indie"
2237980,"adventure, casual, indie"
205910,indie
322770,"action, adventure, rpg"
342180,"action, adventure, indie"
346010,"indie, simulation"
348250,"adventure, casual, free to play, simulation"
446620,action
489460,"action, adventure, indie, simulation, strategy, early access"
527100,"casual, rpg, simulation"
240720,action
868150,"casual, indie, early access"
50,action
10430,
10500,strategy
9450,strategy
16450,action
21080,
33250,"simulation, strategy"
21660,action
24800,strategy
10170,
38480,action
38490,"action, adventure"
41600,"action, adventure"
24790,strategy
24810,strategy
33350,strategy
12560,simulation
33750,simulation
20570,strategy
47700,strategy
56400,strategy
211050,"casual, strategy"
40980,"simulation, strategy"
47400,"simulation, strategy"
107900,
230190,"indie, simulation, strategy"
270880,"indie, simulation"
304430,"action, adventure, indie"
352720,"indie, simulation, strategy, early access"
463530,"simulation, strategy, early access"
494150,"action, sports"
495420,"action, rpg, simulation"
496460,"indie, simulation, strategy"
505040,indie
527440,"free to play, indie"
221680,"casual, simulation"
469820,"action, indie"
546560,"action, adventure"
569480,"indie, simulation, strategy"
589290,"action, indie, massively multiplayer, simulation, strategy"
602700,"action, indie"
602770,"indie, strategy"
684450,"simulation, strategy"
690830,"indie, simulation, strategy, early access"
629520,"audio production, utilities"
620590,strategy
858810,"indie, simulation, strategy"
895400,"action, adventure, indie, massively multiplayer, early access"
895870,"action, indie, simulation"
914620,"action, adventure, indie, simulation, early access"
933820,"indie, simulation, strategy"
973580,action
985890,"action, indie"
1012610,"indie, strategy, early access"
1029780,"indie, rpg, simulation, strategy, early access"
1044720,"indie, simulation, strategy, early access"
1062090,"indie, simulation, strategy, early access"
1090760,"indie, simulation, strategy, early access"
1133120,"casual, indie, simulation, strategy, early access"
1190000,"racing, simulation"
214950,strategy
1213210,strategy
1259420,"action, adventure"
1292180,strategy
1307890,"indie, simulation, strategy, early access"
1324130,"simulation, strategy"
1340530,"action, adventure, free to play, indie, simulation"
1371580,
231430,strategy
1493520,"action, casual, indie, early access"
1574900,"action, adventure, indie, early access"
1583720,"action, free to play"
1235140,"action, adventure, rpg"
1594320,"indie, simulation, strategy, early access"
1620290,"simulation, strategy, early access"
1003590,"casual, indie"
1728840,"action, casual, indie, strategy, early access"
1981570,strategy
1284190,"adventure, early access"
2060130,"adventure, casual"
1150440,"action, strategy"
17510,indie
3910,strategy
19900,action
32440,adventure
92100,"indie, strategy"
48190,"action, adventure"
46500,"adventure, casual"
104900,"action, adventure, indie, rpg"
12170,action
113400,"action, free to play, massively multiplayer"
232950,simulation
65930,action
247020,"action, indie, simulation, strategy"
248530,"action, adventure, casual, indie, simulation, sports"
233840,strategy
250460,"casual, indie, simulation"
253430,"action, adventure, indie"
265210,"indie, simulation"
267920,action
262940,adventure
271640,"action, indie"
240760,"adventure, indie, rpg, strategy"
283290,"action, adventure"
35450,"action, massively multiplayer, simulation"
236830,
301200,"action, casual, indie"
65790,"action, simulation, strategy"
238090,"action, adventure"
306020,"action, strategy"
63380,action
313740,indie
314450,"action, indie, strategy"
